plz5,city_name,customer_count
45120,Rural Area / Others,1
45121,Essen,51
45122,Essen,49
45123,Essen,45
45124,Essen,49
45125,Essen,51
45125,Rural Area / Others,1
45126,Essen,48
45126,Rural Area / Others,1
45127,Essen,49
45128,Essen,54
45128,Rural Area / Others,1
45130,Essen,48
45131,Essen,45
45133,Essen,71
45134,Essen,54
45134,Rural Area / Others,1
45136,Essen,52
45138,Essen,43
45139,Essen,61
45141,Essen,61
45144,Rural Area / Others,1
45149,Rural Area / Others,2
45195,Rural Area / Others,1
45219,Rural Area / Others,1
45259,Rural Area / Others,2
45277,Rural Area / Others,1
45309,Rural Area / Others,2
45329,Rural Area / Others,1
45355,Rural Area / Others,1
45359,Rural Area / Others,1
45365,Rural Area / Others,1
45403,Rural Area / Others,1
45466,Mülheim an der Ruhr,34
45468,Mülheim an der Ruhr,47
45470,Mülheim an der Ruhr,43
45472,Mülheim an der Ruhr,37
45472,Rural Area / Others,1
45473,Mülheim an der Ruhr,35
45475,Mülheim an der Ruhr,31
45476,Mülheim an der Ruhr,30
45476,Rural Area / Others,1
45478,Mülheim an der Ruhr,40
45479,Mülheim an der Ruhr,37
45481,Mülheim an der Ruhr,46
45481,Rural Area / Others,1
45523,Hattingen,22
45525,Hattingen,39
45525,Rural Area / Others,1
45527,Hattingen,31
45527,Rural Area / Others,1
45529,Hattingen,24
45655,Recklinghausen,51
45657,Recklinghausen,45
45659,Recklinghausen,31
45659,Rural Area / Others,1
45661,Recklinghausen,36
45663,Recklinghausen,52
45665,Recklinghausen,38
45697,Herten,35
45697,Rural Area / Others,2
45699,Herten,41
45701,Herten,36
45711,Herten,21
45721,Rural Area / Others,1
45729,Rural Area / Others,1
45739,Rural Area / Others,1
45765,Marl,45
45768,Marl,31
45770,Marl,50
45772,Marl,64
45875,Gelsenkirchen,29
45876,Gelsenkirchen,37
45876,Rural Area / Others,1
45877,Gelsenkirchen,34
45879,Gelsenkirchen,35
45879,Rural Area / Others,1
45881,Gelsenkirchen,43
45881,Rural Area / Others,2
45883,Gelsenkirchen,31
45884,Gelsenkirchen,38
45884,Rural Area / Others,1
45886,Gelsenkirchen,48
45888,Gelsenkirchen,36
45888,Rural Area / Others,1
45889,Gelsenkirchen,37
45889,Rural Area / Others,2
45891,Gelsenkirchen,32
45891,Rural Area / Others,1
45892,Gelsenkirchen,31
45894,Gelsenkirchen,44
45896,Gelsenkirchen,37
45897,Gelsenkirchen,32
45899,Gelsenkirchen,44
45964,Gladbeck,83
45966,Gladbeck,45
45968,Gladbeck,37
45968,Rural Area / Others,1
46040,Oberhausen,81
46042,Oberhausen,79
46042,Rural Area / Others,1
46045,Oberhausen,128
46047,Oberhausen,93
46047,Rural Area / Others,1
46049,Oberhausen,88
46142,Rural Area / Others,1
46145,Rural Area / Others,1
46236,Bottrop,73
46238,Bottrop,46
46238,Rural Area / Others,1
46240,Bottrop,45
46242,Bottrop,43
46244,Bottrop,53
46282,Dorsten,44
46282,Rural Area / Others,2
46284,Dorsten,74
46286,Dorsten,47
46322,Rural Area / Others,1
46325,Rural Area / Others,1
46342,Rural Area / Others,1
46354,Rural Area / Others,1
46393,Bocholt,38
46395,Bocholt,40
46397,Bocholt,30
46397,Rural Area / Others,2
46399,Bocholt,26
46414,Bocholt,26
46446,Rural Area / Others,2
46459,Rural Area / Others,1
46480,Wesel,31
46482,Wesel,24
46483,Wesel,24
46485,Wesel,21
46487,Rural Area / Others,1
46487,Wesel,14
46499,Wesel,19
46519,Dinslaken,38
46535,Dinslaken,45
46537,Dinslaken,32
46539,Dinslaken,32
46562,Rural Area / Others,1
47044,Duisburg,117
47048,Duisburg,123
47049,Duisburg,119
47049,Rural Area / Others,1
47050,Duisburg,112
47050,Rural Area / Others,1
47051,Duisburg,101
47053,Duisburg,116
47053,Rural Area / Others,1
47055,Duisburg,102
47057,Duisburg,103
47057,Rural Area / Others,1
47058,Duisburg,105
47059,Duisburg,105
47161,Rural Area / Others,1
47167,Rural Area / Others,1
47169,Rural Area / Others,1
47178,Rural Area / Others,1
47198,Rural Area / Others,1
47229,Rural Area / Others,1
47249,Rural Area / Others,2
47299,Rural Area / Others,3
47300,Rural Area / Others,1
47439,Moers,47
47441,Moers,64
47443,Moers,44
47445,Moers,33
47447,Moers,34
47475,Rural Area / Others,1
47493,Rural Area / Others,2
47495,Rural Area / Others,1
47526,Kleve,32
47526,Rural Area / Others,1
47533,Kleve,33
47533,Rural Area / Others,1
47546,Kleve,24
47546,Rural Area / Others,1
47551,Kleve,27
47551,Rural Area / Others,1
47608,Rural Area / Others,1
47623,Rural Area / Others,2
47627,Rural Area / Others,1
47638,Rural Area / Others,1
47661,Rural Area / Others,1
47789,Krefeld,38
47791,Krefeld,33
47792,Krefeld,37
47795,Krefeld,40
47795,Rural Area / Others,2
47796,Krefeld,35
47798,Krefeld,34
47799,Krefeld,41
47800,Krefeld,37
47802,Krefeld,36
47803,Krefeld,32
47804,Krefeld,35
47805,Krefeld,35
47807,Krefeld,34
47809,Krefeld,41
47875,Rural Area / Others,2
47875,Willich,43
47877,Willich,65
47906,Rural Area / Others,1
48079,Rural Area / Others,1
48123,Münster,21
48124,Münster,32
48125,Münster,13
48126,Münster,23
48127,Münster,30
48128,Münster,22
48129,Münster,29
48130,Münster,20
48131,Münster,29
48131,Rural Area / Others,1
48132,Münster,18
48133,Münster,13
48134,Münster,25
48135,Münster,23
48136,Münster,31
48137,Münster,21
48138,Münster,28
48138,Rural Area / Others,1
48139,Münster,14
48140,Münster,22
48141,Münster,14
48143,Münster,24
48145,Münster,23
48145,Rural Area / Others,1
48147,Münster,19
48149,Münster,22
48151,Münster,20
48151,Rural Area / Others,1
48153,Münster,22
48155,Münster,20
48157,Münster,29
48159,Münster,25
48161,Münster,20
48161,Rural Area / Others,1
48163,Münster,24
48229,Rural Area / Others,1
48308,Rural Area / Others,1
48329,Rural Area / Others,1
48361,Rural Area / Others,1
48366,Rural Area / Others,1
48416,Rheine,25
48427,Rheine,40
48429,Rheine,31
48431,Rheine,44
48432,Rheine,29
48432,Rural Area / Others,1
48485,Rural Area / Others,1
48488,Rural Area / Others,2
48496,Rural Area / Others,1
48499,Rural Area / Others,1
48522,Nordhorn,22
48525,Nordhorn,21
48525,Rural Area / Others,1
48527,Nordhorn,20
48529,Nordhorn,38
48531,Nordhorn,24
48531,Rural Area / Others,1
48596,Gronau (Westf.),19
48599,Gronau (Westf.),40
48607,Gronau (Westf.),21
48612,Gronau (Westf.),13
48619,Gronau (Westf.),18
48629,Rural Area / Others,1
48720,Rural Area / Others,2
48734,Rural Area / Others,1
48739,Rural Area / Others,1
49068,Osnabrück,25
49070,Osnabrück,34
49070,Rural Area / Others,1
49074,Osnabrück,33
49076,Osnabrück,33
49078,Osnabrück,28
49078,Rural Area / Others,1
49080,Osnabrück,26
49082,Osnabrück,33
49084,Osnabrück,46
49084,Rural Area / Others,1
49086,Osnabrück,38
49088,Osnabrück,32
49090,Osnabrück,36
49101,Rural Area / Others,1
49134,Rural Area / Others,1
49143,Rural Area / Others,1
49186,Rural Area / Others,1
49201,Rural Area / Others,1
49205,Rural Area / Others,2
49374,Rural Area / Others,1
49377,Rural Area / Others,1
49393,Rural Area / Others,1
49413,Rural Area / Others,1
49419,Rural Area / Others,1
49429,Rural Area / Others,2
49448,Rural Area / Others,2
49451,Rural Area / Others,1
49453,Rural Area / Others,1
49457,Ibbenbüren,17
49459,Ibbenbüren,15
49475,Ibbenbüren,19
49477,Ibbenbüren,16
49479,Ibbenbüren,18
49479,Rural Area / Others,1
49492,Ibbenbüren,7
49492,Rural Area / Others,2
49497,Ibbenbüren,21
49525,Rural Area / Others,2
49577,Rural Area / Others,2
49593,Rural Area / Others,1
49597,Rural Area / Others,1
49609,Rural Area / Others,1
49632,Rural Area / Others,1
49638,Rural Area / Others,3
49681,Rural Area / Others,1
49692,Rural Area / Others,1
49696,Rural Area / Others,1
49716,Rural Area / Others,1
49744,Rural Area / Others,1
49774,Rural Area / Others,2
49777,Rural Area / Others,1
49801,Lingen (Ems),14
49803,Lingen (Ems),16
49808,Lingen (Ems),25
49808,Rural Area / Others,1
49809,Lingen (Ems),16
49811,Lingen (Ems),19
49811,Rural Area / Others,1
49824,Lingen (Ems),18
49828,Lingen (Ems),16
49835,Rural Area / Others,1
50123,Bergheim,28
50124,Bergheim,22
50124,Rural Area / Others,1
50126,Bergheim,41
50126,Rural Area / Others,1
50127,Bergheim,27
50127,Rural Area / Others,1
50129,Bergheim,17
50169,Kerpen,17
50169,Rural Area / Others,1
50170,Kerpen,41
50171,Kerpen,37
50181,Kerpen,26
50189,Kerpen,25
50226,Frechen,114
50226,Rural Area / Others,1
50259,Pulheim,123
50259,Rural Area / Others,1
50351,Hürth,37
50354,Hürth,64
50374,Hürth,35
50374,Rural Area / Others,1
50387,Rural Area / Others,1
50411,Rural Area / Others,1
50412,Rural Area / Others,1
50415,Rural Area / Others,2
50421,Rural Area / Others,1
50575,Rural Area / Others,2
50579,Rural Area / Others,1
50587,Köln,74
50588,Köln,65
50589,Köln,60
50590,Köln,67
50591,Köln,72
50592,Köln,82
50593,Köln,76
50594,Köln,81
50595,Köln,74
50595,Rural Area / Others,1
50596,Köln,83
50598,Köln,79
50600,Köln,75
50602,Köln,81
50603,Köln,70
50604,Köln,66
50605,Köln,83
50606,Köln,68
50607,Köln,72
50607,Rural Area / Others,1
50657,Köln,70
50657,Rural Area / Others,1
50658,Köln,63
50661,Köln,81
50661,Rural Area / Others,2
50662,Köln,46
50663,Köln,79
50664,Köln,72
50667,Köln,76
50668,Köln,64
50670,Köln,71
50672,Köln,81
50674,Köln,60
50674,Rural Area / Others,1
50676,Köln,59
50677,Köln,83
50678,Köln,71
50678,Rural Area / Others,1
50679,Köln,77
50725,Köln,69
50725,Rural Area / Others,1
50726,Köln,71
50727,Köln,68
50727,Rural Area / Others,1
50728,Köln,67
50729,Köln,69
50730,Köln,70
50733,Köln,68
50735,Köln,96
50737,Köln,76
50739,Köln,73
50767,Rural Area / Others,2
50820,Rural Area / Others,1
50933,Rural Area / Others,1
50937,Rural Area / Others,1
50965,Rural Area / Others,2
50969,Rural Area / Others,1
51057,Rural Area / Others,1
51103,Rural Area / Others,1
51109,Rural Area / Others,1
51140,Rural Area / Others,1
51143,Rural Area / Others,1
51365,Leverkusen,37
51366,Leverkusen,29
51367,Leverkusen,35
51369,Leverkusen,36
51370,Leverkusen,35
51370,Rural Area / Others,1
51371,Leverkusen,34
51373,Leverkusen,35
51375,Leverkusen,27
51377,Leverkusen,41
51379,Leverkusen,25
51381,Leverkusen,36
51381,Rural Area / Others,2
51425,Rural Area / Others,2
51462,Bergisch Gladbach,40
51463,Bergisch Gladbach,45
51465,Bergisch Gladbach,61
51467,Bergisch Gladbach,56
51469,Bergisch Gladbach,42
51469,Rural Area / Others,2
51489,Rural Area / Others,1
51515,Rural Area / Others,3
51578,Rural Area / Others,1
51588,Rural Area / Others,1
51597,Rural Area / Others,1
51641,Gummersbach,25
51643,Gummersbach,42
51643,Rural Area / Others,1
51645,Gummersbach,25
51647,Gummersbach,20
51647,Rural Area / Others,1
52045,Aachen,30
52046,Aachen,30
52047,Aachen,18
52049,Aachen,33
52053,Aachen,27
52054,Aachen,23
52055,Aachen,38
52055,Rural Area / Others,1
52056,Aachen,26
52057,Aachen,23
52058,Aachen,30
52058,Rural Area / Others,2
52059,Aachen,23
52060,Aachen,27
52062,Aachen,22
52064,Aachen,31
52064,Rural Area / Others,2
52066,Aachen,25
52068,Aachen,37
52070,Aachen,27
52072,Aachen,28
52074,Aachen,29
52074,Rural Area / Others,3
52076,Aachen,29
52076,Rural Area / Others,1
52078,Aachen,20
52084,Rural Area / Others,1
52099,Rural Area / Others,1
52146,Rural Area / Others,1
52220,Stolberg (Rhld.),25
52222,Rural Area / Others,1
52222,Stolberg (Rhld.),42
52223,Rural Area / Others,1
52223,Stolberg (Rhld.),29
52224,Stolberg (Rhld.),30
52249,Eschweiler,126
52348,Düren,50
52349,Düren,47
52349,Rural Area / Others,1
52351,Düren,37
52353,Düren,33
52355,Düren,40
52428,Rural Area / Others,3
52441,Rural Area / Others,1
52475,Rural Area / Others,1
52525,Rural Area / Others,1
52538,Rural Area / Others,2
53094,Bonn,37
53094,Rural Area / Others,2
53095,Bonn,25
53096,Bonn,39
53099,Bonn,26
53100,Bonn,26
53102,Bonn,38
53102,Rural Area / Others,1
53103,Bonn,30
53103,Rural Area / Others,1
53104,Bonn,30
53105,Bonn,22
53106,Bonn,29
53107,Bonn,28
53107,Rural Area / Others,1
53108,Bonn,29
53108,Rural Area / Others,1
53109,Bonn,36
53110,Bonn,32
53111,Bonn,25
53111,Rural Area / Others,1
53113,Bonn,31
53113,Rural Area / Others,1
53115,Bonn,29
53117,Bonn,28
53119,Bonn,21
53121,Bonn,34
53121,Rural Area / Others,1
53123,Bonn,28
53125,Bonn,36
53127,Bonn,24
53129,Bonn,27
53170,Rural Area / Others,1
53227,Rural Area / Others,1
53241,Rural Area / Others,2
53243,Rural Area / Others,1
53245,Rural Area / Others,2
53247,Rural Area / Others,1
53248,Rural Area / Others,1
53251,Rural Area / Others,1
53285,Rural Area / Others,1
53332,Rural Area / Others,1
53347,Rural Area / Others,1
53359,Rural Area / Others,1
53423,Rural Area / Others,1
53501,Rural Area / Others,2
53518,Rural Area / Others,1
53533,Rural Area / Others,1
53545,Rural Area / Others,1
53562,Rural Area / Others,1
53567,Rural Area / Others,1
53577,Rural Area / Others,2
53578,Rural Area / Others,1
53619,Rural Area / Others,1
53717,Rural Area / Others,1
53718,Rural Area / Others,1
53754,Rural Area / Others,1
53754,Sankt Augustin,22
53757,Sankt Augustin,67
53773,Sankt Augustin,35
53809,Rural Area / Others,1
53839,Rural Area / Others,1
53839,Troisdorf,39
53840,Troisdorf,44
53842,Troisdorf,19
53844,Troisdorf,34
53859,Euskirchen,21
53859,Troisdorf,30
53877,Euskirchen,19
53877,Rural Area / Others,1
53879,Euskirchen,25
53879,Rural Area / Others,1
53881,Euskirchen,28
53884,Euskirchen,16
53894,Euskirchen,22
53902,Rural Area / Others,3
53913,Rural Area / Others,1
53919,Rural Area / Others,1
53940,Rural Area / Others,1
54190,Rural Area / Others,1
54286,Trier,19
54287,Trier,15
54290,Rural Area / Others,1
54290,Trier,13
54292,Trier,11
54293,Rural Area / Others,1
54293,Trier,17
54294,Rural Area / Others,1
54294,Trier,14
54295,Trier,9
54296,Rural Area / Others,1
54296,Trier,16
54298,Trier,27
54306,Rural Area / Others,1
54306,Trier,24
54308,Trier,17
54309,Rural Area / Others,1
54309,Trier,21
54310,Trier,26
54318,Rural Area / Others,1
54320,Rural Area / Others,2
54329,Rural Area / Others,1
54340,Rural Area / Others,1
54344,Rural Area / Others,1
54421,Rural Area / Others,1
54450,Rural Area / Others,1
54451,Rural Area / Others,1
54456,Rural Area / Others,1
54469,Rural Area / Others,1
54470,Rural Area / Others,1
54484,Rural Area / Others,1
54487,Rural Area / Others,1
54526,Rural Area / Others,1
54536,Rural Area / Others,1
54570,Rural Area / Others,1
54579,Rural Area / Others,1
54585,Rural Area / Others,1
54586,Rural Area / Others,1
54589,Rural Area / Others,1
54608,Rural Area / Others,1
54611,Rural Area / Others,2
54612,Rural Area / Others,1
54616,Rural Area / Others,1
54662,Rural Area / Others,1
54664,Rural Area / Others,1
54668,Rural Area / Others,1
54675,Rural Area / Others,2
54687,Rural Area / Others,2
55097,Mainz,38
55098,Mainz,33
55099,Mainz,27
55100,Mainz,28
55101,Mainz,30
55116,Mainz,31
55118,Mainz,33
55120,Mainz,18
55122,Mainz,29
55124,Mainz,32
55126,Mainz,29
55127,Mainz,30
55127,Rural Area / Others,2
55128,Mainz,35
55129,Mainz,33
55129,Rural Area / Others,1
55130,Mainz,32
55130,Rural Area / Others,1
55131,Mainz,35
55131,Rural Area / Others,1
55239,Rural Area / Others,1
55262,Rural Area / Others,1
55263,Rural Area / Others,1
55270,Rural Area / Others,2
55409,Rural Area / Others,1
55422,Rural Area / Others,1
55425,Rural Area / Others,1
55432,Rural Area / Others,1
55442,Rural Area / Others,3
55457,Rural Area / Others,1
55469,Rural Area / Others,1
55487,Rural Area / Others,1
55497,Rural Area / Others,1
55499,Rural Area / Others,2
55538,Bad Kreuznach,17
55540,Bad Kreuznach,14
55541,Bad Kreuznach,17
55543,Bad Kreuznach,15
55545,Bad Kreuznach,22
55546,Bad Kreuznach,13
55559,Bad Kreuznach,20
55566,Rural Area / Others,1
55618,Rural Area / Others,1
55624,Rural Area / Others,1
55626,Rural Area / Others,1
55629,Rural Area / Others,1
55756,Rural Area / Others,1
55768,Rural Area / Others,1
55774,Rural Area / Others,3
56040,Rural Area / Others,1
56048,Koblenz,15
56048,Rural Area / Others,1
56053,Koblenz,11
56053,Rural Area / Others,2
56054,Koblenz,11
56054,Rural Area / Others,1
56055,Koblenz,6
56056,Koblenz,9
56057,Koblenz,8
56058,Koblenz,18
56058,Rural Area / Others,1
56059,Koblenz,9
56060,Koblenz,9
56062,Koblenz,10
56063,Koblenz,11
56064,Koblenz,15
56064,Rural Area / Others,1
56065,Koblenz,13
56065,Rural Area / Others,1
56066,Koblenz,10
56068,Koblenz,6
56070,Koblenz,12
56072,Koblenz,11
56073,Koblenz,9
56075,Koblenz,10
56076,Koblenz,7
56076,Rural Area / Others,1
56077,Koblenz,7
56078,Koblenz,12
56079,Koblenz,8
56079,Rural Area / Others,1
56080,Koblenz,11
56154,Rural Area / Others,1
56179,Rural Area / Others,1
56182,Rural Area / Others,2
56191,Rural Area / Others,2
56206,Rural Area / Others,1
56249,Rural Area / Others,1
56254,Rural Area / Others,2
56291,Rural Area / Others,2
56299,Rural Area / Others,1
56307,Rural Area / Others,1
56316,Rural Area / Others,1
56317,Rural Area / Others,1
56321,Rural Area / Others,1
56323,Rural Area / Others,1
56337,Rural Area / Others,1
56340,Rural Area / Others,1
56341,Rural Area / Others,2
56355,Rural Area / Others,1
56368,Rural Area / Others,2
56412,Rural Area / Others,1
56414,Rural Area / Others,1
56462,Rural Area / Others,1
56469,Rural Area / Others,1
56560,Neuwied,13
56562,Neuwied,8
56562,Rural Area / Others,3
56564,Neuwied,12
56566,Neuwied,14
56567,Neuwied,16
56575,Neuwied,13
56578,Neuwied,16
56579,Neuwied,22
56581,Neuwied,18
56584,Neuwied,15
56588,Rural Area / Others,1
56624,Rural Area / Others,1
56626,Rural Area / Others,1
56645,Rural Area / Others,1
56647,Rural Area / Others,1
56723,Rural Area / Others,1
56725,Rural Area / Others,1
56729,Rural Area / Others,2
56754,Rural Area / Others,1
56766,Rural Area / Others,1
56814,Rural Area / Others,2
56829,Rural Area / Others,1
56862,Rural Area / Others,1
57068,Siegen,29
57069,Rural Area / Others,1
57069,Siegen,37
57070,Rural Area / Others,2
57070,Siegen,30
57072,Rural Area / Others,1
57072,Siegen,30
57074,Siegen,18
57076,Rural Area / Others,1
57076,Siegen,28
57078,Siegen,29
57080,Siegen,24
57234,Rural Area / Others,1
57289,Rural Area / Others,1
57339,Rural Area / Others,1
57368,Rural Area / Others,1
57437,Rural Area / Others,1
57439,Rural Area / Others,1
57489,Rural Area / Others,1
57548,Rural Area / Others,1
57567,Rural Area / Others,1
57578,Rural Area / Others,2
57612,Rural Area / Others,1
57636,Rural Area / Others,1
57641,Rural Area / Others,1
57648,Rural Area / Others,1
58079,Hagen,40
58080,Hagen,23
58080,Rural Area / Others,1
58081,Hagen,23
58081,Rural Area / Others,1
58082,Hagen,32
58082,Rural Area / Others,2
58083,Hagen,27
58084,Hagen,26
58084,Rural Area / Others,2
58085,Hagen,33
58086,Hagen,31
58089,Hagen,36
58091,Hagen,32
58093,Hagen,26
58095,Hagen,32
58097,Hagen,22
58099,Hagen,35
58099,Rural Area / Others,1
58117,Rural Area / Others,1
58133,Rural Area / Others,1
58147,Rural Area / Others,1
58300,Rural Area / Others,2
58313,Rural Area / Others,1
58339,Rural Area / Others,1
58448,Witten,27
58449,Rural Area / Others,1
58449,Witten,38
58452,Witten,32
58453,Witten,28
58454,Witten,28
58455,Rural Area / Others,1
58455,Witten,20
58456,Witten,28
58505,Lüdenscheid,29
58507,Lüdenscheid,34
58507,Rural Area / Others,1
58509,Lüdenscheid,23
58511,Lüdenscheid,26
58511,Rural Area / Others,1
58513,Lüdenscheid,26
58515,Lüdenscheid,18
58634,Iserlohn,25
58634,Rural Area / Others,1
58636,Iserlohn,40
58636,Rural Area / Others,1
58638,Iserlohn,27
58638,Rural Area / Others,1
58640,Iserlohn,32
58642,Iserlohn,36
58642,Rural Area / Others,1
58644,Iserlohn,41
58706,Menden (Sauerland),47
58706,Rural Area / Others,1
58708,Menden (Sauerland),30
58710,Menden (Sauerland),37
58710,Rural Area / Others,1
58769,Rural Area / Others,1
59056,Hamm,21
59057,Hamm,23
59057,Rural Area / Others,1
59059,Hamm,28
59059,Rural Area / Others,1
59060,Hamm,31
59060,Rural Area / Others,2
59061,Hamm,31
59062,Hamm,28
59063,Hamm,31
59065,Hamm,26
59067,Hamm,29
59069,Hamm,30
59071,Hamm,30
59073,Hamm,28
59075,Hamm,29
59075,Rural Area / Others,1
59077,Hamm,30
59077,Rural Area / Others,2
59172,Rural Area / Others,1
59215,Ahlen,27
59225,Ahlen,21
59227,Ahlen,50
59227,Rural Area / Others,2
59229,Ahlen,17
59229,Rural Area / Others,1
59267,Rural Area / Others,1
59320,Rural Area / Others,1
59368,Rural Area / Others,1
59379,Rural Area / Others,1
59399,Rural Area / Others,1
59423,Unna,25
59425,Unna,28
59427,Unna,28
59438,Unna,22
59439,Unna,25
59469,Rural Area / Others,1
59494,Rural Area / Others,1
59514,Rural Area / Others,1
59552,Lippstadt,25
59553,Lippstadt,31
59555,Lippstadt,28
59556,Lippstadt,20
59556,Rural Area / Others,1
59557,Lippstadt,17
59557,Rural Area / Others,1
59558,Lippstadt,29
59558,Rural Area / Others,1
59753,Arnsberg,37
59755,Arnsberg,38
59757,Arnsberg,30
59759,Arnsberg,59
59817,Rural Area / Others,1
59823,Rural Area / Others,1
59844,Rural Area / Others,1
60252,Frankfurt am Main,46
60252,Rural Area / Others,1
60254,Frankfurt am Main,45
60255,Frankfurt am Main,41
60256,Frankfurt am Main,32
60257,Frankfurt am Main,21
60259,Frankfurt am Main,32
60261,Frankfurt am Main,45
60262,Frankfurt am Main,28
60263,Frankfurt am Main,38
60263,Rural Area / Others,1
60264,Frankfurt am Main,42
60265,Frankfurt am Main,33
60267,Frankfurt am Main,47
60270,Frankfurt am Main,23
60270,Rural Area / Others,1
60274,Frankfurt am Main,37
60275,Frankfurt am Main,35
60276,Frankfurt am Main,46
60277,Frankfurt am Main,41
60278,Frankfurt am Main,39
60278,Rural Area / Others,1
60279,Frankfurt am Main,29
60280,Frankfurt am Main,28
60281,Frankfurt am Main,41
60282,Frankfurt am Main,38
60284,Frankfurt am Main,28
60285,Frankfurt am Main,29
60286,Frankfurt am Main,35
60287,Frankfurt am Main,47
60289,Frankfurt am Main,40
60290,Frankfurt am Main,38
60291,Frankfurt am Main,40
60296,Frankfurt am Main,33
60297,Frankfurt am Main,37
60297,Rural Area / Others,1
60298,Frankfurt am Main,39
60300,Frankfurt am Main,33
60301,Frankfurt am Main,42
60304,Frankfurt am Main,42
60305,Frankfurt am Main,36
60305,Rural Area / Others,1
60306,Frankfurt am Main,38
60306,Rural Area / Others,2
60307,Frankfurt am Main,25
60308,Frankfurt am Main,28
60308,Rural Area / Others,3
60309,Frankfurt am Main,52
60310,Frankfurt am Main,37
60310,Rural Area / Others,1
60311,Frankfurt am Main,38
60313,Frankfurt am Main,36
60314,Frankfurt am Main,30
60314,Rural Area / Others,1
60316,Frankfurt am Main,35
60318,Frankfurt am Main,53
60320,Frankfurt am Main,45
60322,Frankfurt am Main,45
60322,Rural Area / Others,1
60323,Frankfurt am Main,43
60323,Rural Area / Others,1
60325,Frankfurt am Main,35
60326,Frankfurt am Main,42
60326,Rural Area / Others,1
60327,Frankfurt am Main,42
60327,Rural Area / Others,1
60329,Frankfurt am Main,39
60377,Frankfurt am Main,37
60377,Rural Area / Others,1
60379,Frankfurt am Main,38
60380,Frankfurt am Main,44
60380,Rural Area / Others,1
60382,Frankfurt am Main,40
60385,Frankfurt am Main,37
60386,Frankfurt am Main,29
60388,Frankfurt am Main,35
60388,Rural Area / Others,1
60389,Frankfurt am Main,44
60431,Rural Area / Others,2
60439,Rural Area / Others,1
60484,Rural Area / Others,1
60487,Rural Area / Others,1
60488,Rural Area / Others,1
60519,Rural Area / Others,1
60528,Rural Area / Others,1
60549,Rural Area / Others,1
60594,Rural Area / Others,1
60596,Rural Area / Others,1
60598,Rural Area / Others,1
60614,Rural Area / Others,2
60624,Rural Area / Others,1
60625,Rural Area / Others,1
60629,Rural Area / Others,1
60631,Rural Area / Others,1
60633,Rural Area / Others,1
60634,Rural Area / Others,2
60638,Rural Area / Others,1
60643,Rural Area / Others,1
60651,Rural Area / Others,1
61116,Rural Area / Others,1
61130,Rural Area / Others,1
61182,Rural Area / Others,1
61194,Rural Area / Others,1
61197,Rural Area / Others,3
61250,Rural Area / Others,1
61273,Rural Area / Others,1
61276,Rural Area / Others,1
61279,Rural Area / Others,1
61341,Bad Homburg v. d. Höhe,9
61342,Bad Homburg v. d. Höhe,12
61343,Bad Homburg v. d. Höhe,18
61344,Bad Homburg v. d. Höhe,12
61345,Bad Homburg v. d. Höhe,22
61345,Rural Area / Others,2
61346,Bad Homburg v. d. Höhe,11
61346,Rural Area / Others,1
61348,Bad Homburg v. d. Höhe,21
61350,Bad Homburg v. d. Höhe,9
61352,Bad Homburg v. d. Höhe,10
61352,Rural Area / Others,1
61381,Rural Area / Others,1
61437,Rural Area / Others,1
61474,Rural Area / Others,1
61479,Rural Area / Others,1
63057,Offenbach am Main,34
63057,Rural Area / Others,1
63059,Offenbach am Main,25
63060,Offenbach am Main,21
63061,Offenbach am Main,27
63063,Offenbach am Main,23
63063,Rural Area / Others,1
63064,Offenbach am Main,28
63064,Rural Area / Others,1
63065,Offenbach am Main,21
63065,Rural Area / Others,2
63067,Offenbach am Main,28
63069,Offenbach am Main,14
63071,Offenbach am Main,18
63071,Rural Area / Others,1
63073,Offenbach am Main,29
63075,Offenbach am Main,23
63106,Rural Area / Others,1
63177,Rural Area / Others,1
63223,Rural Area / Others,1
63263,Rural Area / Others,1
63317,Rural Area / Others,1
63405,Rural Area / Others,1
63438,Hanau,17
63441,Hanau,21
63442,Hanau,19
63442,Rural Area / Others,1
63443,Hanau,11
63443,Rural Area / Others,1
63446,Hanau,21
63446,Rural Area / Others,1
63447,Hanau,16
63447,Rural Area / Others,1
63450,Hanau,22
63452,Hanau,19
63452,Rural Area / Others,1
63454,Hanau,30
63454,Rural Area / Others,1
63456,Hanau,22
63457,Hanau,17
63505,Rural Area / Others,1
63533,Rural Area / Others,1
63549,Rural Area / Others,1
63589,Rural Area / Others,1
63633,Rural Area / Others,1
63639,Rural Area / Others,1
63652,Rural Area / Others,1
63674,Rural Area / Others,1
63683,Aschaffenburg,22
63688,Aschaffenburg,19
63691,Aschaffenburg,21
63694,Aschaffenburg,17
63695,Aschaffenburg,13
63695,Rural Area / Others,1
63697,Aschaffenburg,21
63699,Aschaffenburg,26
63701,Aschaffenburg,2
63715,Aschaffenburg,19
63735,Rural Area / Others,1
63739,Rural Area / Others,1
63768,Rural Area / Others,1
63773,Rural Area / Others,2
63791,Rural Area / Others,1
63811,Rural Area / Others,1
63826,Rural Area / Others,1
63843,Rural Area / Others,1
63853,Rural Area / Others,1
63856,Rural Area / Others,1
63869,Rural Area / Others,2
63875,Rural Area / Others,2
63879,Rural Area / Others,1
63906,Rural Area / Others,1
63930,Rural Area / Others,1
63931,Rural Area / Others,2
64271,Darmstadt,19
