id_nr,id_key,city_name,city_type,plz,city_area_squared_km,population_total,population_male,population_female,population_per_squared_km
697,100440112112,Lebach,Stadt,66822,64.21,19468,9874,9594,303.0
698,32540028028,Sarstedt,Stadt,31157,43.0,19405,9528,9877,451.0
699,93710151151,Sulzbach-Rosenberg,St,92237,53.12,19379,9588,9791,365.0
700,81150050050,Weil der Stadt,Stadt,71263,43.17,19353,9562,9791,448.0
701,160660063063,Schmalkalden,Stadt,98574,105.38,19323,9946,9377,183.0
702,64380005005,Heusenstamm,Stadt,63150,19.03,19312,9474,9838,1015.0
703,53780008008,Burscheid,Stadt,51399,27.33,19272,9449,9823,705.0
704,32570009009,Bückeburg,Stadt,31675,68.9,19221,9228,9993,279.0
705,73320002002,Bad Dürkheim,Stadt,67098,102.55,19159,9111,10048,187.0
706,150830270270,Haldensleben,Stadt,39340,157.13,19121,9474,9647,122.0
707,91870150150,Kolbermoor,St,83059,19.83,19094,9253,9841,963.0
708,57620004004,Bad Driburg,Stadt,33014,115.3,19080,9550,9530,165.0
709,72310134134,Wittlich,Stadt,54516,49.64,19049,9658,9391,384.0
710,33580019019,Schneverdingen,Stadt,29640,234.92,19016,9380,9636,81.0
711,150850055055,Blankenburg (Harz),Stadt,38889,149.21,18970,9133,9837,127.0
712,32410007007,Hemmingen,Stadt,30966,31.73,18932,9173,9759,597.0
713,120730452452,Prenzlau,Stadt,17291,142.97,18928,9172,9756,132.0
714,32550023023,Holzminden,Stadt,37603,88.23,18921,9559,9362,214.0
715,147300270270,Schkeuditz,Stadt,04435,81.47,18905,9601,9304,232.0
716,65320011011,Haiger,Stadt,35708,106.73,18888,9438,9450,177.0
717,145210035035,Aue-Bad Schlema,Stadt,08280,36.43,18868,9001,9867,518.0
718,150830415415,Oschersleben (Bode),Stadt,39387,189.88,18859,9368,9491,99.0
719,10560049049,Uetersen,Stadt,25436,11.43,18827,9217,9610,1647.0
720,145210020020,Annaberg-Buchholz,Stadt,09456,28.15,18815,9085,9730,668.0
721,66360003003,Eschwege,Kreisstadt,37269,63.26,18743,9047,9696,296.0
722,71410075075,Lahnstein,Stadt,56112,37.62,18719,9190,9529,498.0
723,146250480480,Radeberg,Stadt,01454,29.83,18683,9184,9499,626.0
724,10620018018,Glinde,Stadt,21509,11.21,18681,9114,9567,1666.0
725,64340006006,Kronberg im Taunus,Stadt,61476,18.58,18671,8756,9915,1005.0
726,31530012012,Seesen,Stadt,38723,102.33,18657,9090,9567,182.0
727,81180076076,Sachsenheim,Stadt,74343,57.92,18638,9276,9362,322.0
728,53740004004,Bergneustadt,Stadt,51702,37.89,18628,9067,9561,492.0
729,97770151151,Marktoberdorf,St,87616,95.15,18617,9410,9207,196.0
730,32520007007,Hessisch Oldendorf,Stadt,31840,120.32,18567,9203,9364,154.0
731,81150041041,Renningen,Stadt,71272,31.15,18567,9186,9381,596.0
732,33570008008,Bremervörde,Stadt,27432,150.42,18564,9273,9291,123.0
733,160680051051,Sömmerda,Stadt,99610,87.56,18503,9043,9460,211.0
734,91870117117,Bad Aibling,St,83043,41.4,18497,8765,9732,447.0
735,97750129129,Illertissen,St,89257,36.39,18433,9177,9256,507.0
736,64360006006,Hochheim am Main,Stadt,65239,19.47,18422,9029,9393,946.0
737,66340022022,Schwalmstadt,Konfirmationsstadt,34613,84.79,18420,9191,9229,217.0
738,59700004004,Bad Berleburg,Stadt,57319,275.52,18400,9181,9219,67.0
739,10600005005,Bad Segeberg,Stadt,23795,18.87,18399,8991,9408,975.0
740,81180019019,Gerlingen,Stadt,70839,17.01,18392,8984,9408,1081.0
741,73340501501,Wörth am Rhein,Stadt,76744,131.62,18387,9118,9269,140.0
742,100410515515,Püttlingen,Stadt,66346,23.95,18361,8855,9506,767.0
743,95770177177,Weißenburg i.Bay.,GKSt,91781,97.58,18345,9020,9325,188.0
744,57580036036,Vlotho,Stadt,32602,76.93,18335,9132,9203,238.0
745,53660004004,Bad Münstereifel,Stadt,53902,150.83,18297,8944,9353,121.0
746,91720114114,Bad Reichenhall,GKSt,83435,41.92,18288,8745,9543,436.0
747,145245104030,Crimmitschau,Stadt,08451,61.14,18272,8919,9353,299.0
748,160610045045,Heilbad Heiligenstadt,Stadt,37308,91.49,18230,9088,9142,199.0
749,82250014014,Buchen (Odenwald),Stadt,74722,138.93,18226,8864,9362,131.0
750,146270060060,Großenhain,Stadt,01558,130.36,18183,9042,9141,139.0
751,72355003068,Konz,Stadt,54329,44.57,18121,8929,9192,407.0
752,92750154154,Vilshofen an der Donau,St,94474,86.29,18084,9025,9059,210.0
753,96710111111,Alzenau,St,63755,59.3,18034,8867,9167,304.0
754,32540002002,Alfeld (Leine),Stadt,31061,72.88,17956,8881,9075,246.0
755,97720125125,Bobingen,St,86399,50.26,17905,8855,9050,356.0
756,130760108108,Parchim,Stadt,19370,124.81,17893,8685,9208,143.0
757,84375005100,Bad Saulgau,Stadt,88348,97.34,17889,8866,9023,184.0
758,91850158158,Schrobenhausen,St,86529,75.26,17815,8888,8927,237.0
759,64310005005,Bürstadt,Stadt,68642,34.46,17804,8869,8935,517.0
760,100450111111,Bexbach,Stadt,66450,31.09,17793,8776,9017,572.0
761,83375005096,Bad Säckingen,Stadt,79713,25.35,17767,8565,9202,701.0
762,71370203203,Bendorf,Stadt,56170,24.12,17726,8841,8885,735.0
763,64320002002,Babenhausen,Stadt,64832,66.85,17695,8785,8910,265.0
764,65310014014,Pohlheim,Stadt,35415,38.0,17677,8667,9010,465.0
765,66330026026,Vellmar,Stadt,34246,13.97,17663,8433,9230,1264.0
766,91840119119,Garching b.München,St,85748,28.17,17656,9123,8533,627.0
767,32510012012,Diepholz,Stadt,49356,104.7,17648,8690,8958,169.0
768,95730122122,Oberasbach,St,90522,12.09,17647,8481,9166,1460.0
769,83355006079,Stockach,Stadt,78333,69.73,17646,8627,9019,253.0
770,66350011011,Frankenberg (Eder),Philipp-Soldan-Stadt,35066,124.86,17635,8838,8797,141.0
771,91720118118,Freilassing,St,83395,14.81,17619,8583,9036,1190.0
772,59620060060,Werdohl,Stadt,58791,33.38,17618,8730,8888,528.0
773,71310070070,Remagen,Stadt,53424,33.21,17603,8615,8988,530.0
774,34600002002,Damme,Stadt,49401,104.39,17508,8760,8748,168.0
775,83275005049,Trossingen,Stadt,78647,24.2,17489,8658,8831,723.0
776,93720116116,Cham,St,93413,80.69,17433,8727,8706,216.0
777,55540016016,Gescher,Glockenstadt,48712,80.84,17433,8795,8638,216.0
778,66350003003,Bad Wildungen,Stadt,34537,120.1,17364,8362,9002,145.0
779,59700016016,Freudenberg,Stadt,57258,54.6,17355,8596,8759,318.0
780,57660032032,Horn-Bad Meinberg,Stadt,32805,90.15,17320,8455,8865,192.0
781,145230020020,Auerbach/Vogtl.,Stadt,08209,55.52,17314,8283,9031,312.0
782,10550012012,Eutin,Stadt,23701,41.38,17275,8221,9054,417.0
783,32520002002,Bad Münder am Deister,Stadt,31848,107.97,17261,8517,8744,160.0
784,71310077077,Sinzig,Stadt,53489,41.1,17256,8462,8794,420.0
785,57740008008,Bad Lippspringe,Stadt,33175,51.01,17252,8401,8851,338.0
786,57660056056,Oerlinghausen,Stadt,33813,32.69,17233,8382,8851,527.0
787,120710076076,Forst (Lausitz)/Baršć (Łužyca),Stadt,03149,110.69,17155,8378,8777,155.0
788,94790136136,Marktredwitz,GKSt,95615,49.52,17121,8318,8803,346.0
789,92730137137,Kelheim,St,93309,100.23,17066,8554,8512,170.0
790,64400016016,Nidda,Stadt,63667,118.33,17060,8479,8581,144.0
791,120700424424,Wittenberge,Stadt,19322,50.63,17058,8393,8665,337.0
792,64390003003,Eltville am Rhein,Stadt,65343,46.77,17031,8235,8796,364.0
793,91900141141,Penzberg,St,82377,25.73,17028,8330,8698,662.0
794,10530116116,Schwarzenbek,Stadt,21493,11.65,16999,8373,8626,1459.0
795,66310015015,Hünfeld,Konrad-Zuse-Stadt,36088,119.75,16955,8602,8353,142.0
796,97780116116,Bad Wörishofen,St,86825,57.79,16933,8217,8716,293.0
797,146250250250,Kamenz / Kamjenc,Stadt,01917,98.3,16918,8390,8528,172.0
798,84375006104,Sigmaringen,Stadt,72488,92.84,16884,8335,8549,182.0
799,34560001001,Bad Bentheim,Stadt,48455,99.99,16798,8323,8475,168.0
800,150850330330,Thale,Stadt,06502,137.94,16788,8246,8542,122.0
801,81255003013,Brackenheim,Stadt,74336,45.75,16774,8465,8309,367.0
802,160640003003,Bad Langensalza,Stadt,99947,129.37,16717,8123,8594,129.0
803,146280160160,Heidenau,Stadt,01809,11.07,16686,8184,8502,1507.0
804,64340005005,Königstein im Taunus,Stadt,61462,25.05,16680,8076,8604,666.0
805,95770136136,Gunzenhausen,St,91710,82.72,16665,8137,8528,201.0
806,64330007007,Kelsterbach,Stadt,65451,15.41,16622,8381,8241,1079.0
807,59620004004,Altena,Stadt,58762,44.42,16621,8329,8292,374.0
808,94760145145,Kronach,St,96317,66.98,16616,8209,8407,248.0
809,32510007007,Bassum,Stadt,27211,168.85,16604,8357,8247,98.0
810,84250141141,Blaustein,Stadt,89134,55.61,16581,8416,8165,298.0
811,147300110110,Eilenburg,Stadt,04838,46.85,16539,8026,8513,353.0
812,64320019019,Reinheim,Stadt,64354,27.7,16503,8168,8335,596.0
813,10570062062,Preetz,Stadt,24211,14.4,16503,7835,8668,1146.0
814,64330005005,Ginsheim-Gustavsburg,Stadt,65462,13.94,16488,8180,8308,1183.0
815,83155002015,Breisach am Rhein,Stadt,79206,54.59,16487,8148,8339,302.0
816,51540052052,Straelen,Stadt,47638,74.0,16458,8294,8164,222.0
817,100420116116,Wadern,Stadt,66687,111.22,16453,8188,8265,148.0
818,59620028028,Kierspe,Stadt,58566,71.91,16450,8169,8281,229.0
819,92750141141,Pocking,St,94060,68.86,16414,8013,8401,238.0
820,100410518518,Sulzbach/ Saar,Stadt,66280,16.07,16376,8057,8319,1019.0
821,81265003046,Künzelsau,Stadt,74653,75.18,16348,8249,8099,217.0
822,59620012012,Halver,Stadt,58553,77.23,16322,8135,8187,211.0
823,59740016016,Erwitte,Stadt,59597,89.41,16300,7983,8317,182.0
824,55700016016,Drensteinfurt,Stadt,48317,106.6,16282,8028,8254,153.0
825,65340011011,Kirchhain,Stadt,35274,90.95,16254,7939,8315,179.0
826,10620006006,Bargteheide,Stadt,22941,15.82,16245,7767,8478,1027.0
827,147290410410,Wurzen,Stadt,04808,69.0,16238,7829,8409,235.0
828,57700040040,Rahden,Stadt,32369,137.48,16195,8167,8028,118.0
829,147290270270,Markranstädt,Stadt,04420,58.46,16194,7894,8300,277.0
830,57620016016,Brakel,Stadt,33034,173.92,16193,8092,8101,93.0
831,82260095095,Walldorf,Stadt,69190,19.91,16188,8006,8182,813.0
832,145210390390,Marienberg,Stadt,09496,133.49,16139,7983,8156,121.0
833,66350002002,Bad Arolsen,Stadt,34454,126.47,16050,7913,8137,127.0
834,81165009071,Wendlingen am Neckar,Stadt,73240,12.15,15988,7908,8080,1316.0
835,10550032032,Neustadt in Holstein,Stadt,23730,19.73,15930,7567,8363,807.0
836,64350007007,Erlensee,Stadt,63526,18.58,15907,8062,7845,856.0
837,147300300300,Taucha,Stadt,04425,33.22,15866,7678,8188,478.0
838,64320004004,Dieburg,Stadt,64807,23.08,15798,7838,7960,684.0
839,120710160160,Guben,Stadt,03172,43.99,15794,7570,8224,359.0
840,120660196196,Lübbenau/Spreewald / Lubnjow/Błota,Stadt,03222,139.51,15778,7765,8013,113.0
841,71400501501,Boppard,Stadt,56154,74.88,15771,7647,8124,211.0
842,64350025025,Schlüchtern,Stadt,36381,113.3,15723,7793,7930,139.0
843,64340011011,Usingen,Stadt,61250,55.81,15683,7706,7977,281.0
844,160765054087,Zeulenroda-Triebes,Stadt,07937,135.14,15677,7670,8007,116.0
845,82260018018,Eppelheim,Stadt,69214,5.7,15663,7813,7850,2748.0
846,97720202202,Stadtbergen,St,86391,11.49,15649,7651,7998,1362.0
847,120730572572,Templin,Stadt,17268,379.59,15590,7558,8032,41.0
848,72320018018,Bitburg,Stadt,54634,47.55,15554,7630,7924,327.0
849,97780173173,Mindelheim,St,87719,56.42,15531,7817,7714,275.0
850,81185004078,Freiberg am Neckar,Stadt,71691,13.14,15520,7686,7834,1181.0
851,120620140140,Finsterwalde,Stadt,03238,77.52,15496,7404,8092,200.0
852,57660016016,Blomberg,Stadt,32825,99.1,15485,7761,7724,156.0
853,95740112112,Altdorf b.Nürnberg,St,90518,48.59,15478,7630,7848,319.0
854,145210550550,Schwarzenberg/Erzgeb.,Stadt,08340,46.31,15475,7486,7989,334.0
855,81185005049,Marbach am Neckar,Stadt,71672,18.06,15474,7584,7890,857.0
856,64360011011,Schwalbach am Taunus,Stadt,65824,6.47,15443,7468,7975,2387.0
857,10600004004,Bad Bramstedt,Stadt,24576,24.14,15439,7527,7912,640.0
858,96730114114,Bad Neustadt a.d.Saale,St,97616,36.9,15434,7589,7845,418.0
859,81175002018,Ebersbach an der Fils,Stadt,73061,26.26,15420,7621,7799,587.0
860,64370011011,Michelstadt,Stadt,64720,86.98,15396,7586,7810,177.0
861,31540013013,Königslutter am Elm,Stadt,38154,131.13,15395,7650,7745,117.0
862,130735361075,Ribnitz-Damgarten,Bernsteinstadt,18311,122.83,15333,7224,8109,125.0
863,65350001001,Alsfeld,Stadt,36304,129.71,15307,7531,7776,118.0
864,32410006006,Gehrden,Stadt,30989,43.27,15301,7315,7986,354.0
865,64330010010,Raunheim,Stadt,65479,12.6,15297,7852,7445,1214.0
866,97770129129,Füssen,St,87629,43.5,15287,7156,8131,351.0
867,97720200200,Schwabmünchen,St,86830,55.5,15277,7511,7766,275.0
868,84255008072,Langenau,Stadt,89129,75.03,15274,7711,7563,204.0
869,92730147147,Mainburg,St,84048,61.54,15271,7708,7563,248.0
870,34570021021,Weener,Stadt,26826,81.23,15215,7613,7602,187.0
871,82260082082,Schriesheim,Stadt,69198,31.61,15209,7446,7763,481.0
872,34610002002,Brake (Unterweser),Stadt,26919,38.3,15200,7473,7727,397.0
873,84360049049,Isny im Allgäu,Stadt,88316,85.39,15145,7597,7548,177.0
874,66360016016,Witzenhausen,Stadt,37213,126.78,15132,7539,7593,119.0
875,64320016016,Ober-Ramstadt,Stadt,64372,41.88,15078,7447,7631,360.0
876,33580016016,Munster,Stadt,29633,194.52,15062,7688,7374,77.0
877,92730111111,Abensberg,St,93326,60.26,15061,7683,7378,250.0
878,10530100100,Ratzeburg,Stadt,23909,30.29,15026,7134,7892,496.0
879,146265242600,Weißwasser/O.L.,Stadt / Běła Woda,02943,63.43,15002,7127,7875,237.0
880,96770155155,Lohr a.Main,St,97816,90.42,14996,7500,7496,166.0
881,84360010010,Bad Wurzach,Stadt,88410,182.24,14942,7540,7402,82.0
882,71435004048,Montabaur,Stadt,56410,33.77,14884,7332,7552,441.0
883,95730127127,Stein,St,90547,19.51,14866,7112,7754,762.0
884,83255002045,Oberndorf am Neckar,Stadt,78727,55.92,14853,7487,7366,266.0
885,94730151151,Neustadt b.Coburg,GKSt,96465,61.89,14824,7351,7473,240.0
886,92790122122,Landau a.d.Isar,St,94405,84.4,14801,7454,7347,175.0
887,92730152152,Neustadt a.d.Donau,St,93333,93.53,14778,7554,7224,158.0
888,34550007007,Jever,Stadt,26441,42.24,14774,7028,7746,350.0
889,84155003053,Münsingen,Stadt,72525,116.93,14772,7303,7469,126.0
890,150880195195,Landsberg,Stadt,06188,125.99,14772,7341,7431,117.0
891,91770115115,Dorfen,St,84405,99.56,14759,7376,7383,148.0
892,94790152152,Selb,GKSt,95100,86.07,14743,7143,7600,171.0
893,96770148148,Karlstadt,St,97753,98.15,14739,7294,7445,150.0
894,82265001013,Eberbach,Stadt,69412,81.15,14727,7248,7479,181.0
895,66340009009,Homberg (Efze),"Reformationsstadt, Kreisstadt",34576,100.11,14703,7429,7274,147.0
896,59580036036,Olsberg,Stadt,59939,118.0,14700,7350,7350,125.0
897,32410013013,Pattensen,Stadt,30982,67.12,14666,7239,7427,219.0
898,57580032032,Spenge,Stadt,32139,40.35,14620,7191,7429,362.0
899,82150097097,Kraichtal,Stadt,76703,80.59,14602,7233,7369,181.0
900,31530019019,Langelsheim,Stadt,38685,108.76,14599,7240,7359,134.0
901,10560048048,Tornesch,Stadt,25436,20.61,14588,7163,7425,708.0
902,146280410410,Wilsdruff,Stadt,01723,81.6,14583,7225,7358,179.0
903,93760119119,Burglengenfeld,St,93133,93.26,14569,7147,7422,156.0
904,55700036036,Sassenberg,Stadt,48336,78.08,14558,7415,7143,186.0
905,81190044044,Murrhardt,Stadt,71540,71.15,14551,7250,7301,205.0
906,51540024024,Kalkar,Stadt,47546,88.2,14513,7279,7234,165.0
907,66340005005,Fritzlar,Dom- und Kaiserstadt,34560,88.81,14493,7185,7308,163.0
908,81165006056,Plochingen,Stadt,73207,10.64,14487,7245,7242,1362.0
909,65320001001,Aßlar,Stadt,35614,43.57,14482,7144,7338,332.0
910,53740016016,Hückeswagen,Schloss-Stadt,42499,50.52,14480,7185,7295,287.0
911,146265220290,Löbau,Stadt,02708,78.9,14467,7068,7399,183.0
912,64350017017,Langenselbold,Stadt,63505,26.23,14440,7150,7290,551.0
913,66330013013,Hofgeismar,Stadt,34369,86.37,14439,7030,7409,167.0
914,73320024024,Grünstadt,Stadt,67269,18.09,14419,7061,7358,797.0
915,59700020020,Hilchenbach,Stadt,57271,81.12,14412,7171,7241,178.0
916,82165004017,Gernsbach,Stadt,76593,82.03,14405,7164,7241,176.0
917,97800124124,Immenstadt i.Allgäu,St,87509,81.44,14391,6988,7403,177.0
918,64340007007,Neu-Anspach,Stadt,61267,36.12,14342,7043,7299,397.0
919,34530011011,Löningen,Stadt,49624,143.52,14307,7277,7030,100.0
920,81175010051,Uhingen,Stadt,73066,24.79,14304,7061,7243,577.0
921,84355003034,Markdorf,Stadt,88677,40.91,14300,7072,7228,350.0
922,64310016016,Lorsch,Karolingerstadt,64653,25.24,14283,6941,7342,566.0
923,92770116116,Eggenfelden,St,84307,44.35,14271,7070,7201,322.0
924,65330003003,Bad Camberg,Stadt,65520,54.6,14268,6925,7343,261.0
925,100430115115,Ottweiler,Stadt,66564,45.56,14255,7093,7162,313.0
926,120730008008,Angermünde,Stadt,16278,324.24,14233,6895,7338,44.0
927,93750174174,Neutraubling,St,93073,9.75,14224,7059,7165,1459.0
928,97750164164,Weißenhorn,St,89264,53.72,14186,7113,7073,264.0
929,81155004024,Holzgerlingen,Stadt,71088,13.39,14184,6952,7232,1059.0
930,147300230230,Oschatz,Stadt,04758,55.44,14184,6905,7279,256.0
931,81280139139,Lauda-Königshofen,Stadt,97922,94.44,14180,7100,7080,150.0
932,97740150150,Krumbach (Schwaben),St,86381,44.64,14178,6993,7185,318.0
933,65310011011,Lich,Stadt,35423,77.61,14167,6849,7318,183.0
934,55700040040,Sendenhorst,Stadt,48324,96.95,14167,7013,7154,146.0
935,84250039039,Erbach,Stadt,89155,63.29,14140,7081,7059,223.0
936,81180050050,Markgröningen,Stadt,71706,28.17,14138,7039,7099,502.0
937,150880205205,Leuna,Stadt,06237,88.12,14131,7019,7112,160.0
938,150820340340,Sandersdorf-Brehna,Stadt,06792,82.16,14130,6808,7322,172.0
939,10570091091,Schwentinental,Stadt,24223,17.81,14091,6659,7432,791.0
940,97750162162,Vöhringen,St,89269,23.69,14044,6965,7079,593.0
941,120660176176,Lauchhammer,Stadt,01979,89.3,14042,6901,7141,157.0
942,120610316316,Lübben (Spreewald) / Lubin (Błota),Stadt,15907,120.85,14028,6717,7311,116.0
943,34595401030,Quakenbrück,Stadt,49610,17.96,14007,6957,7050,780.0
944,66340014014,Melsungen,Stadt,34212,63.09,13994,6912,7082,222.0
945,33575408057,Zeven,Stadt,27404,74.13,13958,7043,6915,188.0
946,91750122122,Grafing b.München,St,85567,29.58,13942,6854,7088,471.0
947,64370006006,Erbach,Kreisstadt,64711,61.52,13935,6858,7077,227.0
948,146280060060,Dippoldiswalde,Stadt,01744,103.99,13915,6863,7052,134.0
949,31530018018,Clausthal-Zellerfeld,Berg- und Universitätsstadt,38678,43.69,13912,7611,6301,318.0
950,91760123123,Eichstätt,GKSt,85072,47.79,13891,6741,7150,291.0
951,120690017017,Beelitz,Stadt,14547,181.31,13879,6921,6958,77.0
952,34520025025,Wiesmoor,Stadt,26639,82.94,13875,6796,7079,167.0
953,95720135135,Höchstadt a.d.Aisch,St,91315,70.87,13867,6929,6938,196.0
954,96740147147,Haßfurt,St,97437,52.66,13867,6862,7005,263.0
955,145225119360,Mittweida,"Stadt, Hochschulstadt",09648,41.26,13839,6820,7019,335.0
956,97775748121,Buchloe,St,86807,36.18,13815,6901,6914,382.0
957,120680468468,Wittstock/Dosse,Stadt,16909,420.21,13804,6843,6961,33.0
958,145240120120,Hohenstein-Ernstthal,Stadt,09337,18.58,13788,6715,7073,742.0
959,82155006066,Philippsburg,Stadt,76661,50.54,13748,6967,6781,272.0
960,150830531531,Wanzleben-Börde,Stadt,39164,188.44,13724,6801,6923,73.0
961,83175002026,Ettenheim,Stadt,77955,48.8,13722,6819,6903,281.0
962,64350002002,Bad Soden-Salmünster,Stadt,63628,58.59,13719,6841,6878,234.0
963,83275004046,Spaichingen,Stadt,78549,18.5,13714,6844,6870,741.0
964,65310006006,Grünberg,Stadt,35305,89.22,13683,6657,7026,153.0
965,94720175175,Pegnitz,St,91257,99.98,13665,6798,6867,137.0
966,145220150150,Frankenberg/Sa.,"Stadt, Garnisonsstadt",09669,65.62,13659,6699,6960,208.0
967,95760127127,Hilpoltstein,St,91161,89.72,13654,6916,6738,152.0
968,53580036036,Linnich,Stadt,52441,65.43,13653,6814,6839,209.0
969,81180003003,Asperg,Stadt,71679,5.8,13650,6745,6905,2353.0
970,150910145145,Jessen (Elster),Stadt,06917,353.93,13639,6826,6813,39.0
971,34600003003,Dinklage,Stadt,49413,72.8,13622,6797,6825,187.0
972,65320021021,Solms,Stadt,35606,34.02,13579,6698,6881,399.0
973,53660036036,Schleiden,Stadt,53937,121.67,13578,6806,6772,112.0
974,145245118190,Meerane,Stadt,08393,19.81,13567,6634,6933,685.0
975,34565403027,Schüttorf,Stadt,48465,19.45,13562,6819,6743,697.0
976,160775052043,Schmölln,Stadt,04626,94.53,13542,6625,6917,143.0
977,31550012012,Uslar,Stadt,37170,113.59,13536,6696,6840,119.0
978,34540019019,Haselünne,Stadt,49740,159.43,13527,6788,6739,85.0
979,130735353010,Bergen auf Rügen,Stadt,18528,51.49,13457,6475,6982,261.0
980,82150064064,Östringen,Stadt,76684,53.28,13450,6831,6619,252.0
981,81285004115,Tauberbischofsheim,Stadt,97941,69.29,13445,6685,6760,194.0
982,84375004088,Pfullendorf,Stadt,88630,90.5,13442,6659,6783,149.0
983,150860040040,Genthin,Stadt,39307,232.69,13416,6556,6860,58.0
984,32510040040,Sulingen,Stadt,27232,110.83,13394,6531,6863,121.0
985,145210530530,Schneeberg,Stadt,08289,23.35,13377,6650,6727,573.0
986,82265005056,Neckargemünd,Stadt,69151,26.16,13335,6500,6835,510.0
987,65310012012,Linden,Stadt,35440,22.77,13308,6545,6763,584.0
988,95750153153,Neustadt a.d.Aisch,St,91413,61.21,13294,6582,6712,217.0
989,81255014102,Weinsberg,Stadt,74189,22.22,13268,6634,6634,597.0
990,81350020020,Herbrechtingen,Stadt,89542,58.63,13238,6606,6632,226.0
991,10550046046,Fehmarn,Stadt,23769,185.5,13200,6417,6783,71.0
992,55580036036,Olfen,Stadt,59399,52.43,13175,6351,6824,251.0
993,59580048048,Winterberg,Stadt,59955,147.95,13168,6629,6539,89.0
994,32510042042,Twistringen,Stadt,27239,114.38,13162,6632,6530,115.0
995,92710146146,Plattling,St,94447,35.9,13160,6602,6558,367.0
996,95770173173,Treuchtlingen,St,91757,103.38,13159,6662,6497,127.0
997,93720153153,Roding,St,93426,119.61,13157,6832,6325,110.0
998,83260003003,Bad Dürrheim,Stadt,78073,62.08,13149,6273,6876,212.0
999,59700028028,Bad Laasphe,Stadt,57334,135.95,13148,6605,6543,97.0
1000,91710111111,Altötting,St,84503,23.07,13138,6344,6794,569.0
1001,83370116116,Wehr,Stadt,79664,35.64,13126,6410,6716,368.0
1002,64400023023,Rosbach v. d. Höhe,Stadt,61191,45.33,13084,6440,6644,289.0
1003,65330007007,Hadamar,Stadt,65589,40.99,13082,6650,6432,319.0
1004,130720006006,Bad Doberan,Stadt,18209,32.85,13079,6158,6921,398.0
1005,64360002002,Eppstein,Stadt,65817,24.19,13070,6429,6641,540.0
1006,65350011011,Lauterbach (Hessen),Kreisstadt,36341,101.98,13047,6400,6647,128.0
1007,120650356356,Zehdenick,Stadt,16792,223.06,13040,6513,6527,58.0
1008,32540005005,Bad Salzdetfurth,Stadt,31162,67.18,13037,6391,6646,194.0
1009,150830411411,Oebisfelde-Weferlingen,Stadt,39646,249.96,13002,6534,6468,52.0
1010,65330017017,Weilburg,Stadt,35781,57.51,12992,6491,6501,226.0
1011,33510004004,Bergen,Stadt,29303,164.39,12991,6359,6632,79.0
1012,65340004004,Biedenkopf,Stadt,35216,90.31,12969,6431,6538,144.0
1013,66320003003,Bebra,Stadt,36179,93.71,12945,6362,6583,138.0
1014,66320018018,Rotenburg a. d. Fulda,Stadt,36199,79.97,12937,6309,6628,162.0
1015,120720169169,Jüterbog,Stadt,14913,176.48,12926,6249,6677,73.0
1016,82260038038,Ladenburg,Stadt,68526,19.0,12914,6310,6604,680.0
1017,160670072072,Waltershausen,Stadt,99880,60.62,12871,6421,6450,212.0
1018,150820377377,Südliches Anhalt,Stadt,06369,193.41,12857,6490,6367,66.0
1019,83255006057,Sulz am Neckar,Stadt,72172,87.62,12847,6427,6420,147.0
1020,83155017113,Titisee-Neustadt,Stadt,79822,89.64,12797,6338,6459,143.0
1021,31590019019,Herzberg am Harz,Stadt,37412,71.88,12792,6256,6536,178.0
1022,33580008008,Bad Fallingbostel,Stadt,29683,64.02,12783,6346,6437,200.0
1023,150870220220,Hettstedt,Stadt,06333,37.03,12783,6330,6453,345.0
1024,92770138138,Pfarrkirchen,St,84347,52.35,12764,6224,6540,244.0
1025,65310008008,Hungen,Stadt,35410,86.78,12754,6277,6477,147.0
1026,84155005078,Bad Urach,Stadt,72574,55.42,12751,6317,6434,230.0
1027,64350029029,Wächtersbach,Stadt,63607,50.79,12731,6315,6416,251.0
1028,120650332332,Velten,Stadt,16727,23.42,12727,6320,6407,543.0
1029,84255002020,Blaubeuren,Stadt,89143,79.11,12719,6462,6257,161.0
1030,10510011011,Brunsbüttel,Stadt,25541,65.21,12692,6419,6273,195.0
1031,83150076076,Neuenburg am Rhein,Stadt,79395,44.1,12690,6389,6301,288.0
1032,55540064064,Velen,Stadt,46342,70.75,12678,6410,6268,179.0
1033,57620008008,Beverungen,Stadt,37688,98.09,12669,6180,6489,129.0
1034,150860140140,Möckern,Stadt,39291,527.78,12591,6290,6301,24.0
1035,66330028028,Wolfhagen,Hans-Staden-Stadt,34466,112.29,12582,6259,6323,112.0
1036,91900148148,Schongau,St,86956,21.34,12572,6139,6433,589.0
1037,95710145145,Feuchtwangen,St,91555,137.21,12551,6364,6187,91.0
1038,95740152152,Röthenbach a.d.Pegnitz,St,90552,14.29,12529,6075,6454,877.0
1039,94730159159,Rödental,St,96472,49.97,12457,6189,6268,249.0
1040,95750112112,Bad Windsheim,St,91438,78.24,12446,6077,6369,159.0
1041,57700036036,Preußisch Oldendorf,Stadt,32361,68.76,12439,6234,6205,181.0
1042,84255007071,Laichingen,Stadt,89150,69.83,12425,6277,6148,178.0
1043,57740040040,Bad Wünnenberg,Stadt,33181,161.3,12418,6269,6149,77.0
1044,65340010010,Gladenbach,Stadt,35075,72.28,12415,6222,6193,172.0
1045,91750115115,Ebersberg,St,85560,40.84,12408,6113,6295,304.0
